cleaned_name,adjusted_loc_col
Many people visit Bellaboy Lough every year for its scenic views.,"[(18, 32, 'LOC')]"
Culliagh is a popular tourist destination.,"[(0, 8, 'LOC')]"
Cornagunleog is a popular tourist destination.,"[(0, 12, 'LOC')]"
Hiking enthusiasts often explore the area around Sraloaghan.,"[(49, 59, 'LOC')]"
Killyran is a popular tourist destination.,"[(0, 8, 'LOC')]"
Many people visit Killywillin Lough every year for its scenic views.,"[(18, 35, 'LOC')]"
Doonnagare Lough has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Luagh is a popular tourist destination.,"[(0, 5, 'LOC')]"
The region surrounding Ballycullaun is known for its natural beauty.,"[(23, 35, 'LOC')]"
Moymore House has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Many people visit Sandfield Lodge every year for its scenic views.,"[(18, 33, 'LOC')]"
The peaceful surroundings of Rivolt make it a great place for a getaway.,"[(29, 35, 'LOC')]"
Carrowauff has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Kilshanny has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Many people visit Wingfield Lodge every year for its scenic views.,"[(18, 33, 'LOC')]"
Lough Coller has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Tooclae make it a great place for a getaway.,"[(29, 36, 'LOC')]"
The peaceful surroundings of Spectacle Bridge make it a great place for a getaway.,"[(29, 45, 'LOC')]"
Mineral Springs has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Hiking enthusiasts often explore the area around Fanta Glebe House.,"[(49, 66, 'LOC')]"
Doon Cottage is a popular tourist destination.,"[(0, 12, 'LOC')]"
Many people visit Knockacutteen every year for its scenic views.,"[(18, 31, 'LOC')]"
The peaceful surroundings of Ballygastell make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Many people visit Slievebeg every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Cahersherkin every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Cloony Smith every year for its scenic views.,"[(18, 30, 'LOC')]"
The peaceful surroundings of Ballyvramneen make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Shanweela has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Knockfin Cross Roads has a rich history and is well-known among locals.,"[(0, 20, 'LOC')]"
The peaceful surroundings of Toomaghera make it a great place for a getaway.,"[(29, 39, 'LOC')]"
The region surrounding Cora Point is known for its natural beauty.,"[(23, 33, 'LOC')]"
Sandhead has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
Taunabruff has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Hiking enthusiasts often explore the area around Illaunanaur.,"[(49, 60, 'LOC')]"
Chinewalee Point has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
The peaceful surroundings of Eararna make it a great place for a getaway.,"[(29, 36, 'LOC')]"
Many people visit Portdeha every year for its scenic views.,"[(18, 26, 'LOC')]"
Doonaghard has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Bar of Aran every year for its scenic views.,"[(18, 29, 'LOC')]"
Hiking enthusiasts often explore the area around Carrickadda.,"[(49, 60, 'LOC')]"
Hiking enthusiasts often explore the area around Carrickymonaghan.,"[(49, 65, 'LOC')]"
The peaceful surroundings of Portcowrugh make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Many people visit Ballynacragga every year for its scenic views.,"[(18, 31, 'LOC')]"
The peaceful surroundings of Oatquarter make it a great place for a getaway.,"[(29, 39, 'LOC')]"
The peaceful surroundings of Bungowla make it a great place for a getaway.,"[(29, 37, 'LOC')]"
Blind Sound is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Knockaunsmountain every year for its scenic views.,"[(18, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Oughtdarra.,"[(49, 59, 'LOC')]"
Poulsallagh is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Ailladie every year for its scenic views.,"[(18, 26, 'LOC')]"
Many people visit Lismorahaun every year for its scenic views.,"[(18, 29, 'LOC')]"
Hiking enthusiasts often explore the area around Ballyelly.,"[(49, 58, 'LOC')]"
Hiking enthusiasts often explore the area around Balliny.,"[(49, 56, 'LOC')]"
Hiking enthusiasts often explore the area around Craggagh.,"[(49, 57, 'LOC')]"
Hiking enthusiasts often explore the area around Caher Lower.,"[(49, 60, 'LOC')]"
Caherbannagh has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Carnsefin make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Many people visit Aghaglinny North every year for its scenic views.,"[(18, 34, 'LOC')]"
Hiking enthusiasts often explore the area around Martrybeg.,"[(49, 58, 'LOC')]"
The region surrounding Lough Fergus is known for its natural beauty.,"[(23, 35, 'LOC')]"
The peaceful surroundings of Knockalunkard make it a great place for a getaway.,"[(29, 42, 'LOC')]"
The region surrounding Clifden Hill is known for its natural beauty.,"[(23, 35, 'LOC')]"
Many people visit Lough Raha every year for its scenic views.,"[(18, 28, 'LOC')]"
Many people visit Rocton House every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Applevale House every year for its scenic views.,"[(18, 33, 'LOC')]"
Clifden House has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Baunkyle House is a popular tourist destination.,"[(0, 14, 'LOC')]"
Kiltoraght Glebe House has a rich history and is well-known among locals.,"[(0, 22, 'LOC')]"
The peaceful surroundings of Elmydle House make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Ballynacarhagh House has a rich history and is well-known among locals.,"[(0, 20, 'LOC')]"
Many people visit Knockeighra every year for its scenic views.,"[(18, 29, 'LOC')]"
The peaceful surroundings of Hollywell House make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Ballybaun House has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Hiking enthusiasts often explore the area around Roughaun House.,"[(49, 63, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Aleenaun.,"[(49, 63, 'LOC')]"
The peaceful surroundings of Leana make it a great place for a getaway.,"[(29, 34, 'LOC')]"
Caherconnell is a popular tourist destination.,"[(0, 12, 'LOC')]"
Ballycullinan Lough is a popular tourist destination.,"[(0, 19, 'LOC')]"
Hiking enthusiasts often explore the area around Scool.,"[(49, 54, 'LOC')]"
The region surrounding Crogmoher House is known for its natural beauty.,"[(23, 38, 'LOC')]"
Many people visit Cooga House every year for its scenic views.,"[(18, 29, 'LOC')]"
Hiking enthusiasts often explore the area around Caherlough.,"[(49, 59, 'LOC')]"
Rinroe House is a popular tourist destination.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Glasgeivnagh Hill make it a great place for a getaway.,"[(29, 46, 'LOC')]"
The peaceful surroundings of Mullagh More make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Coolreash Lough is a popular tourist destination.,"[(0, 15, 'LOC')]"
The peaceful surroundings of Rinnamona make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The peaceful surroundings of Ballyeighter Loughs make it a great place for a getaway.,"[(29, 48, 'LOC')]"
Many people visit Fahee every year for its scenic views.,"[(18, 23, 'LOC')]"
Hiking enthusiasts often explore the area around Carrowkeel More.,"[(49, 64, 'LOC')]"
Hollyline House is a popular tourist destination.,"[(0, 15, 'LOC')]"
The region surrounding Knocknamucky is known for its natural beauty.,"[(23, 35, 'LOC')]"
Ballyteige has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Ballyogan Lough has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Hiking enthusiasts often explore the area around Stranagalloon.,"[(49, 62, 'LOC')]"
Hiking enthusiasts often explore the area around Turkenagh House.,"[(49, 64, 'LOC')]"
Many people visit Black Mount every year for its scenic views.,"[(18, 29, 'LOC')]"
Castlelodge River has a rich history and is well-known among locals.,"[(0, 17, 'LOC')]"
Many people visit Derryowen Cottage every year for its scenic views.,"[(18, 35, 'LOC')]"
Rinecaha is a popular tourist destination.,"[(0, 8, 'LOC')]"
The region surrounding Lough Templebannagh is known for its natural beauty.,"[(23, 42, 'LOC')]"
The region surrounding Lough Attyslany is known for its natural beauty.,"[(23, 38, 'LOC')]"
Hiking enthusiasts often explore the area around Skaghard.,"[(49, 57, 'LOC')]"
Many people visit Rockvale House every year for its scenic views.,"[(18, 32, 'LOC')]"
Hiking enthusiasts often explore the area around Kilcorkan.,"[(49, 58, 'LOC')]"
The region surrounding O’Donohoe’s Chair is known for its natural beauty.,"[(23, 40, 'LOC')]"
Travaun Lough is a popular tourist destination.,"[(0, 13, 'LOC')]"
Derrymore Lough has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
The region surrounding Derryheena is known for its natural beauty.,"[(23, 33, 'LOC')]"
The region surrounding Derryvough is known for its natural beauty.,"[(23, 33, 'LOC')]"
Derrycalliff Lower has a rich history and is well-known among locals.,"[(0, 18, 'LOC')]"
Hiking enthusiasts often explore the area around Derrynagullion.,"[(49, 63, 'LOC')]"
The region surrounding Tyredagh Upper is known for its natural beauty.,"[(23, 37, 'LOC')]"
Gortnamearacaun has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
The peaceful surroundings of Attyquin Lough make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Many people visit Knockmael every year for its scenic views.,"[(18, 27, 'LOC')]"
Hiking enthusiasts often explore the area around Scalpnagown.,"[(49, 60, 'LOC')]"
Skehanagh Lough has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Derroogh Lough has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Many people visit Doon Lodge every year for its scenic views.,"[(18, 28, 'LOC')]"
Cloggaghwood Loughs is a popular tourist destination.,"[(0, 19, 'LOC')]"
The peaceful surroundings of Derreen Lough make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Many people visit Uggoon every year for its scenic views.,"[(18, 24, 'LOC')]"
The region surrounding Gortnacummer is known for its natural beauty.,"[(23, 35, 'LOC')]"
Many people visit Maghera Lough every year for its scenic views.,"[(18, 31, 'LOC')]"
The region surrounding Cloomagro is known for its natural beauty.,"[(23, 32, 'LOC')]"
The peaceful surroundings of Glenbonniv make it a great place for a getaway.,"[(29, 39, 'LOC')]"
Hiking enthusiasts often explore the area around Leaghort.,"[(49, 57, 'LOC')]"
Many people visit Feakle Lower every year for its scenic views.,"[(18, 30, 'LOC')]"
The region surrounding Rossanure is known for its natural beauty.,"[(23, 32, 'LOC')]"
The peaceful surroundings of Poulagower make it a great place for a getaway.,"[(29, 39, 'LOC')]"
The peaceful surroundings of Coologory make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Hiking enthusiasts often explore the area around Kilclaran.,"[(49, 58, 'LOC')]"
Corlea Bridge is a popular tourist destination.,"[(0, 13, 'LOC')]"
Hiking enthusiasts often explore the area around Derrycrow.,"[(49, 58, 'LOC')]"
Knockbeha Mountain is a popular tourist destination.,"[(0, 18, 'LOC')]"
Corrakyle is a popular tourist destination.,"[(0, 9, 'LOC')]"
Corracloon More has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Cahermurphy House has a rich history and is well-known among locals.,"[(0, 17, 'LOC')]"
The region surrounding Doorus is known for its natural beauty.,"[(23, 29, 'LOC')]"
Gortaveha has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Loughamiddaun is a popular tourist destination.,"[(0, 13, 'LOC')]"
The region surrounding Lannaght is known for its natural beauty.,"[(23, 31, 'LOC')]"
Many people visit Killanena every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Dooglaun every year for its scenic views.,"[(18, 26, 'LOC')]"
The region surrounding Poulasaggle is known for its natural beauty.,"[(23, 34, 'LOC')]"
The region surrounding Cloonselherry is known for its natural beauty.,"[(23, 36, 'LOC')]"
The peaceful surroundings of Eagle’s Rock make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Hiking enthusiasts often explore the area around Gortaclare Mountain.,"[(49, 68, 'LOC')]"
Hiking enthusiasts often explore the area around Turlough Hill.,"[(49, 62, 'LOC')]"
Aghawinnaun is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Bannagh every year for its scenic views.,"[(18, 25, 'LOC')]"
Many people visit Poulavallan every year for its scenic views.,"[(18, 29, 'LOC')]"
Deelin Beg is a popular tourist destination.,"[(0, 10, 'LOC')]"
Many people visit Ballyhehan every year for its scenic views.,"[(18, 28, 'LOC')]"
Oughtmama is a popular tourist destination.,"[(0, 9, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Luick.,"[(49, 60, 'LOC')]"
Hiking enthusiasts often explore the area around Bell Harbour.,"[(49, 61, 'LOC')]"
The region surrounding Caherloughlin is known for its natural beauty.,"[(23, 36, 'LOC')]"
Poulnaclogh Bay has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Ballyconreag is a popular tourist destination.,"[(0, 12, 'LOC')]"
Hiking enthusiasts often explore the area around Bishopsquarter.,"[(49, 63, 'LOC')]"
Hiking enthusiasts often explore the area around Ballyconry.,"[(49, 59, 'LOC')]"
Many people visit Knockatian every year for its scenic views.,"[(18, 28, 'LOC')]"
Many people visit Glenslende Castle every year for its scenic views.,"[(18, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Doonyvardan.,"[(49, 60, 'LOC')]"
The peaceful surroundings of Cahermacnaghten make it a great place for a getaway.,"[(29, 44, 'LOC')]"
The peaceful surroundings of Corkscrew Hill make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Hiking enthusiasts often explore the area around Scanlan’s Island.,"[(49, 65, 'LOC')]"
Muckinish Bay has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Many people visit Abbey Hill every year for its scenic views.,"[(18, 28, 'LOC')]"
The region surrounding Blue Point is known for its natural beauty.,"[(23, 33, 'LOC')]"
The region surrounding Illaunloo is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Lough Murra is known for its natural beauty.,"[(23, 34, 'LOC')]"
The peaceful surroundings of Carbon House make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Bunnahow House is a popular tourist destination.,"[(0, 14, 'LOC')]"
The peaceful surroundings of Bunnahow Lough make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Many people visit Carheany Lough every year for its scenic views.,"[(18, 32, 'LOC')]"
The peaceful surroundings of Ballygeagin House make it a great place for a getaway.,"[(29, 46, 'LOC')]"
Hiking enthusiasts often explore the area around Knocklawrence.,"[(49, 62, 'LOC')]"
The peaceful surroundings of Shanaglish make it a great place for a getaway.,"[(29, 39, 'LOC')]"
Colman’s Lough has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Aslaun.,"[(49, 61, 'LOC')]"
Rathorp House has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Fiddaun make it a great place for a getaway.,"[(29, 36, 'LOC')]"
The peaceful surroundings of Terman House make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Rosemeade House is a popular tourist destination.,"[(0, 15, 'LOC')]"
The region surrounding Knockatoo Mountain is known for its natural beauty.,"[(23, 41, 'LOC')]"
Nagilkagh Lough is a popular tourist destination.,"[(0, 15, 'LOC')]"
Laghtyslaughnessy is a popular tourist destination.,"[(0, 17, 'LOC')]"
Many people visit Irichaboy South every year for its scenic views.,"[(18, 33, 'LOC')]"
Hiking enthusiasts often explore the area around Killafeen.,"[(49, 58, 'LOC')]"
Many people visit Kilcrimple every year for its scenic views.,"[(18, 28, 'LOC')]"
Hiking enthusiasts often explore the area around Cannahawna.,"[(49, 59, 'LOC')]"
Sheeaun has a rich history and is well-known among locals.,"[(0, 7, 'LOC')]"
The region surrounding Lahardaun Lough is known for its natural beauty.,"[(23, 38, 'LOC')]"
Many people visit Derrykeel every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Chevy Chase Cottage every year for its scenic views.,"[(18, 37, 'LOC')]"
Hiking enthusiasts often explore the area around Derrynacarana.,"[(49, 62, 'LOC')]"
The peaceful surroundings of Gorteenboy make it a great place for a getaway.,"[(29, 39, 'LOC')]"
Many people visit Ballardiggan every year for its scenic views.,"[(18, 30, 'LOC')]"
Kinnageeragh has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Hiking enthusiasts often explore the area around Inchamore.,"[(49, 58, 'LOC')]"
The region surrounding Bellanamallaght is known for its natural beauty.,"[(23, 38, 'LOC')]"
The region surrounding Pollduff is known for its natural beauty.,"[(23, 31, 'LOC')]"
The peaceful surroundings of Cashlaundrumlahan make it a great place for a getaway.,"[(29, 46, 'LOC')]"
The region surrounding Divney’s Lough is known for its natural beauty.,"[(23, 37, 'LOC')]"
Bunnaglass has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Reyrawer has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
Lishrine House is a popular tourist destination.,"[(0, 14, 'LOC')]"
The region surrounding Bohaboy is known for its natural beauty.,"[(23, 30, 'LOC')]"
Francis Gap has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Earl’s Chair is a popular tourist destination.,"[(0, 12, 'LOC')]"
Scalpeen Rock has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Punch Bowl make it a great place for a getaway.,"[(29, 39, 'LOC')]"
Riverview House has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Lough Briskeen is a popular tourist destination.,"[(0, 14, 'LOC')]"
Knockamatouk has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Garryland Wood has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
The peaceful surroundings of Cloon House make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Many people visit Ballynamanan House every year for its scenic views.,"[(18, 36, 'LOC')]"
The peaceful surroundings of Ballaba make it a great place for a getaway.,"[(29, 36, 'LOC')]"
The region surrounding Ballymeen is known for its natural beauty.,"[(23, 32, 'LOC')]"
Ballyloughaun is a popular tourist destination.,"[(0, 13, 'LOC')]"
Lough Coy is a popular tourist destination.,"[(0, 9, 'LOC')]"
Many people visit Ballinduff every year for its scenic views.,"[(18, 28, 'LOC')]"
Hiking enthusiasts often explore the area around Limepark.,"[(49, 57, 'LOC')]"
Many people visit Ballymaquiff every year for its scenic views.,"[(18, 30, 'LOC')]"
Hiking enthusiasts often explore the area around Killomoran.,"[(49, 59, 'LOC')]"
Hiking enthusiasts often explore the area around Caherglassaun Lough.,"[(49, 68, 'LOC')]"
Ballybuck is a popular tourist destination.,"[(0, 9, 'LOC')]"
The region surrounding Caherawoneen is known for its natural beauty.,"[(23, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Loughcurra.,"[(49, 59, 'LOC')]"
Northampton House is a popular tourist destination.,"[(0, 17, 'LOC')]"
The region surrounding Cahererillan is known for its natural beauty.,"[(23, 35, 'LOC')]"
Many people visit Gortskeagh every year for its scenic views.,"[(18, 28, 'LOC')]"
Many people visit Cloonnasee every year for its scenic views.,"[(18, 28, 'LOC')]"
The region surrounding Funshin More is known for its natural beauty.,"[(23, 35, 'LOC')]"
Lough Oona is a popular tourist destination.,"[(0, 10, 'LOC')]"
The peaceful surroundings of Gleninagh Lodge make it a great place for a getaway.,"[(29, 44, 'LOC')]"
The region surrounding Eagle Rock is known for its natural beauty.,"[(23, 33, 'LOC')]"
The region surrounding Redflag Island is known for its natural beauty.,"[(23, 37, 'LOC')]"
Hiking enthusiasts often explore the area around Freaghallaunmore.,"[(49, 65, 'LOC')]"
Many people visit Freaghhillaun Beg every year for its scenic views.,"[(18, 35, 'LOC')]"
The peaceful surroundings of Inisherk make it a great place for a getaway.,"[(29, 37, 'LOC')]"
The region surrounding Dawsy’s Rock is known for its natural beauty.,"[(23, 35, 'LOC')]"
Dog Island is a popular tourist destination.,"[(0, 10, 'LOC')]"
Hiking enthusiasts often explore the area around Dinish.,"[(49, 55, 'LOC')]"
Loughcarrick Island has a rich history and is well-known among locals.,"[(0, 19, 'LOC')]"
Illaunanownim is a popular tourist destination.,"[(0, 13, 'LOC')]"
Hiking enthusiasts often explore the area around Trawbaun.,"[(49, 57, 'LOC')]"
The region surrounding Lough Hibbert is known for its natural beauty.,"[(23, 36, 'LOC')]"
The region surrounding Lough Awalha is known for its natural beauty.,"[(23, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Knockfin.,"[(49, 57, 'LOC')]"
Coonawilleen Bay is a popular tourist destination.,"[(0, 16, 'LOC')]"
Lough Nagowan is a popular tourist destination.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Lough Nafiddaun make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Lough Illauntrasna has a rich history and is well-known among locals.,"[(0, 18, 'LOC')]"
Farnace is a popular tourist destination.,"[(0, 7, 'LOC')]"
The region surrounding Ard Bay is known for its natural beauty.,"[(23, 30, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Keenaun.,"[(49, 62, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Truskar.,"[(49, 62, 'LOC')]"
The region surrounding Lough Sheedagh is known for its natural beauty.,"[(23, 37, 'LOC')]"
Hiking enthusiasts often explore the area around Rushennamanagh.,"[(49, 63, 'LOC')]"
Galleen is a popular tourist destination.,"[(0, 7, 'LOC')]"
The region surrounding Lough Keamnacally is known for its natural beauty.,"[(23, 40, 'LOC')]"
The region surrounding Loughamore is known for its natural beauty.,"[(23, 33, 'LOC')]"
The region surrounding Lough Ierin is known for its natural beauty.,"[(23, 34, 'LOC')]"
The region surrounding Lough Pibrum is known for its natural beauty.,"[(23, 35, 'LOC')]"
The peaceful surroundings of Dooletter Lough make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Many people visit Glenaruidmore Lough every year for its scenic views.,"[(18, 37, 'LOC')]"
Saineaghmore Lough is a popular tourist destination.,"[(0, 18, 'LOC')]"
The region surrounding Lough Nagraigue is known for its natural beauty.,"[(23, 38, 'LOC')]"
The peaceful surroundings of Lough Knocknagapple make it a great place for a getaway.,"[(29, 48, 'LOC')]"
Lough Apheebera is a popular tourist destination.,"[(0, 15, 'LOC')]"
The peaceful surroundings of Lough Maumeenmaunragh make it a great place for a getaway.,"[(29, 50, 'LOC')]"
Lough Naneeve is a popular tourist destination.,"[(0, 13, 'LOC')]"
Hiking enthusiasts often explore the area around Cullaherick Lough.,"[(49, 66, 'LOC')]"
The peaceful surroundings of Avogh Rock make it a great place for a getaway.,"[(29, 39, 'LOC')]"
Illaungorm has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Croghnut is a popular tourist destination.,"[(0, 8, 'LOC')]"
The region surrounding Canower is known for its natural beauty.,"[(23, 30, 'LOC')]"
Hiking enthusiasts often explore the area around Illaunarroghnut.,"[(49, 64, 'LOC')]"
Bunnahown is a popular tourist destination.,"[(0, 9, 'LOC')]"
The region surrounding Owengowla is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Loughamillaun is known for its natural beauty.,"[(23, 36, 'LOC')]"
The region surrounding Gowlan East is known for its natural beauty.,"[(23, 34, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Nabrocky.,"[(49, 63, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Aconeera.,"[(49, 63, 'LOC')]"
Hiking enthusiasts often explore the area around Flannery Bridge.,"[(49, 64, 'LOC')]"
Hiking enthusiasts often explore the area around Loughaconeera.,"[(49, 62, 'LOC')]"
The region surrounding Lough Alligan is known for its natural beauty.,"[(23, 36, 'LOC')]"
The region surrounding Lough Bunnahask is known for its natural beauty.,"[(23, 38, 'LOC')]"
Many people visit Lough Avally every year for its scenic views.,"[(18, 30, 'LOC')]"
Invermore Lough is a popular tourist destination.,"[(0, 15, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Ailtdarra.,"[(49, 64, 'LOC')]"
Many people visit Inverbeg Lough every year for its scenic views.,"[(18, 32, 'LOC')]"
Lough Nahavreygarriva has a rich history and is well-known among locals.,"[(0, 21, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Invernagleragh.,"[(49, 69, 'LOC')]"
Many people visit Lough Adav every year for its scenic views.,"[(18, 28, 'LOC')]"
Hiking enthusiasts often explore the area around Inver Lodge.,"[(49, 60, 'LOC')]"
The region surrounding Lough Aroolagh is known for its natural beauty.,"[(23, 37, 'LOC')]"
Many people visit Pearse’s Cottage every year for its scenic views.,"[(18, 34, 'LOC')]"
Many people visit Glencoh every year for its scenic views.,"[(18, 25, 'LOC')]"
The region surrounding Illaunnagappul is known for its natural beauty.,"[(23, 37, 'LOC')]"
Crow Island has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Many people visit Illauneeragh West every year for its scenic views.,"[(18, 35, 'LOC')]"
Turloughbeg is a popular tourist destination.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Garrivinnagh.,"[(49, 61, 'LOC')]"
The region surrounding Greeve Island is known for its natural beauty.,"[(23, 36, 'LOC')]"
Hiking enthusiasts often explore the area around North Island.,"[(49, 61, 'LOC')]"
The peaceful surroundings of Illaunard make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Many people visit Beaghy Islands every year for its scenic views.,"[(18, 32, 'LOC')]"
The region surrounding Leighon Island is known for its natural beauty.,"[(23, 37, 'LOC')]"
The region surrounding Annaghvaan is known for its natural beauty.,"[(23, 33, 'LOC')]"
Hiking enthusiasts often explore the area around Bunnahill.,"[(49, 58, 'LOC')]"
The region surrounding Loughaunavneen is known for its natural beauty.,"[(23, 37, 'LOC')]"
The peaceful surroundings of Lough Nafatha make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Atinnyadda.,"[(49, 65, 'LOC')]"
Lough Aughagaddy has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Anoughlacka.,"[(49, 66, 'LOC')]"
The peaceful surroundings of Lough Altocreen make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Nacrimina is a popular tourist destination.,"[(0, 9, 'LOC')]"
Hiking enthusiasts often explore the area around Illaunroe.,"[(49, 58, 'LOC')]"
Inchaghaun has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Lettercallow is a popular tourist destination.,"[(0, 12, 'LOC')]"
Terranea is a popular tourist destination.,"[(0, 8, 'LOC')]"
The peaceful surroundings of Carraveg Bay make it a great place for a getaway.,"[(29, 41, 'LOC')]"
The peaceful surroundings of Lough Natawnynore make it a great place for a getaway.,"[(29, 46, 'LOC')]"
Inishlay has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
Rossroe Island has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Hiking enthusiasts often explore the area around Inchamakinna.,"[(49, 61, 'LOC')]"
The region surrounding Lough Aleandillure is known for its natural beauty.,"[(23, 41, 'LOC')]"
The peaceful surroundings of Loughaunwillin make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Hiking enthusiasts often explore the area around Loughauneala.,"[(49, 61, 'LOC')]"
The peaceful surroundings of Keeraunbeg make it a great place for a getaway.,"[(29, 39, 'LOC')]"
Many people visit Doleen Harbour every year for its scenic views.,"[(18, 32, 'LOC')]"
Many people visit Pointa every year for its scenic views.,"[(18, 24, 'LOC')]"
Many people visit Barraderry every year for its scenic views.,"[(18, 28, 'LOC')]"
Keenanmore has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Glashnacally is a popular tourist destination.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Drumalegaun make it a great place for a getaway.,"[(29, 40, 'LOC')]"
The peaceful surroundings of Foal Island make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Rossareel Hill has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Garryroe is a popular tourist destination.,"[(0, 8, 'LOC')]"
Tooreengarve has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
